name	term	lev	seq	value
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g12437	0.383007648605798
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g12438	-0.105756921814452
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g14740	-0.708579784953267
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g15351	-0.281650926576955
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g15535	-0.143459522936732
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g16897	0.48024807640885
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g18406	-0.10716855931345
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g18489	0.763962835596889
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g20221	0.584275562038083
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g20694	-0.908000901879645
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g20841	0.122724057664694
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g21883	0.421038057815856
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g22152	0.233616915745872
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g22167	-0.102065144306594
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g25896	-0.114127651915035
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g26568	-0.394603356907668
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g26661	0.674502126299339
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g5069	-0.120908951664544
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g5246	0.0967251975817874
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g679	0.222578001143008
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g820	0.250065504681555
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g8675	2.37565032129165
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g9313	0.236912508962357
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_g9495	0.0909818987345687
"catalytic activity, acting on RNA"	GO:0140098	2	Pver_novel_494_5de57afd	0.0167570490572654
"phosphatidylinositol-4,5-bisphosphate binding"	GO:0005546	5	Pver_g1823	0.0714499602896986
"phosphatidylinositol-4,5-bisphosphate binding"	GO:0005546	5	Pver_g21006	-0.251576779013724
"phosphatidylinositol-4,5-bisphosphate binding"	GO:0005546	5	Pver_g23534	-0.421146116718673
"phosphatidylinositol-4,5-bisphosphate binding"	GO:0005546	5	Pver_g5155	0.667090787363605
"phosphatidylinositol-4,5-bisphosphate binding"	GO:0005546	5	Pver_g8973	0.325727971176442
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g11681	-0.107168630027607
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g11783	-0.806284200519896
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g14038	-0.488706746062342
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g15321	-0.275750484924379
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g15794	0.26380831916184
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g17156	0.629238563548461
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g18608	0.887442203985367
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g21883	0.421038057815856
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g23181	-0.439381473399962
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g5724	-0.517670626792635
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g9403	0.894279158313797
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g9916	0.148269806416552
"serine hydrolase activity"	GO:0004252;GO:0008236;GO:0017171	3	Pver_g18106	-0.0606790295491951
"unknown"	unknown	5	Pver_g10043	-0.677468581149064
"unknown"	unknown	5	Pver_g10102	-0.699621731506935
"unknown"	unknown	5	Pver_g10189	1.0556830904328
"unknown"	unknown	5	Pver_g10348	-0.120908764897794
"unknown"	unknown	5	Pver_g10641	0.0989305179821721
"unknown"	unknown	5	Pver_g10939	-0.570204046414606
"unknown"	unknown	5	Pver_g1107	-0.120908961772606
"unknown"	unknown	5	Pver_g11418	-1.09328487504764
"unknown"	unknown	5	Pver_g11419	0.0625492482195961
"unknown"	unknown	5	Pver_g11505	-0.51936689132013
"unknown"	unknown	5	Pver_g11556	1.72337035597811
"unknown"	unknown	5	Pver_g11741	-0.0920376915864157
"unknown"	unknown	5	Pver_g11930	1.16215478214249
"unknown"	unknown	5	Pver_g12225	-0.225092815280867
"unknown"	unknown	5	Pver_g12681	0.0851904140366421
"unknown"	unknown	5	Pver_g13313	0.0761708473035872
"unknown"	unknown	5	Pver_g13373	-0.589668895535944
"unknown"	unknown	5	Pver_g13437	-0.23922315278959
"unknown"	unknown	5	Pver_g13937	-0.327007915687352
"unknown"	unknown	5	Pver_g141	0.00314634061147431
"unknown"	unknown	5	Pver_g14331	-0.817324037904058
"unknown"	unknown	5	Pver_g14469	0.75840228439772
"unknown"	unknown	5	Pver_g14532	-0.107168630857887
"unknown"	unknown	5	Pver_g14738	-0.134649809764779
"unknown"	unknown	5	Pver_g14744	0.430714638936483
"unknown"	unknown	5	Pver_g15020	0.277549266457364
"unknown"	unknown	5	Pver_g15127	1.1471456364902
"unknown"	unknown	5	Pver_g15793	0.26380831435364
"unknown"	unknown	5	Pver_g15881	-0.286420016820321
"unknown"	unknown	5	Pver_g16033	0.48364825864429
"unknown"	unknown	5	Pver_g16038	-0.407515810287577
"unknown"	unknown	5	Pver_g16208	0.469907830702289
"unknown"	unknown	5	Pver_g16212	0.0778246910036077
"unknown"	unknown	5	Pver_g16287	-1.05678450340712
"unknown"	unknown	5	Pver_g16468	-0.0179244022754113
"unknown"	unknown	5	Pver_g16505	-0.408651570402679
"unknown"	unknown	5	Pver_g16521	0.456166092557071
"unknown"	unknown	5	Pver_g16561	0.71849749419956
"unknown"	unknown	5	Pver_g16963	-0.65117227416081
"unknown"	unknown	5	Pver_g16981	-0.756407584790889
"unknown"	unknown	5	Pver_g17076	-0.348273734355321
"unknown"	unknown	5	Pver_g17164	-0.30311331463483
"unknown"	unknown	5	Pver_g17242	0.263807532627572
"unknown"	unknown	5	Pver_g17355	0.158195376122027
"unknown"	unknown	5	Pver_g17578	1.12072333427514
"unknown"	unknown	5	Pver_g17610	1.09037942145406
